id,author,text,sentiment,concept,subjective/objective,country
2.029324173005472e+18,The Lord's Dog,"It's not just power generation, petrol and diesel cars. Stringent eu standards have made them cleaner and with electric cars, even more, cleaner. 

Net-zero has had positive effects on sustainability.",positive,Sustainability,subjective,European Union
2.029320489655759e+18,Adam Pitter,Such an exciting leap forward for electric vehicles! Unplugged Performance's S-APEX program seems to take the Tesla Model S Plaid to a whole new level.  Can't wait to see what the future holds!,positive,Software/Tech,subjective,Unknown
2.029319862342882e+18,Arnie,Car next…I hear so many bad things about electric cars so idk what I want…,neutral,Cost & Value,subjective,Unknown
2.029319066712773e+18,Leeds_Yorkshire_UK,"Eberhard started Tesla frim the relics of the GM electric car. But it was a fledgling nothing until Elon invested millions, took the helm and made it what it is today. Elon had been planning an electric car for many years.  Elon researched reusable rockets for years...",positive,Software/Tech,subjective,Unknown
2.029318213104743e+18,UK Electric Vehicle Owners Club,"3 bed, 4 adults, 2 work from home, no electric car. £180 last month.",neutral,Cost & Value,objective,Unknown
2.029317602367988e+18,Cee Deelicious,"I've just subscribed to your YouTube 

I like doing YouTube lives good fun, do you do live",positive,Cost & Value,subjective,Unknown
2.029317269931655e+18,UK Electric Vehicle Owners Club,You spent $42 billion on 7 electric car chargers.  Where did you really send that money?,neutral,Charging,subjective,Unknown
2.02931706313982e+18,Caminante,Nice choice,positive,Cost & Value,subjective,Unknown
2.029316996194534e+18,saltminer,100.000Wh is a large amount of energy. Some electric cars have that kind of energy stored. I think it makes no sense such a large battery on a missile.,neutral,Range & Battery,subjective,Unknown
2.02931594818481e+18,Karl Shields,"Surely the solution is to force more New Yorkers adopt electric heat and electric cars, while making it functionally impossible to build any source of energy production other than solar, to meet increased demand during the darkest time of year.",neutral,Cost & Value,subjective,Unknown
2.029314041211187e+18,PEnumber2,"It's been covered, back into the early part of this century. Horrifying conditions and practices dehumanize these desperate people.",neutral,Cost & Value,subjective,Unknown
2.029313681541014e+18,"Brainsinajar, award winning wine maker",Electric Vehicles are the solution to high gas prices,neutral,Cost & Value,subjective,Unknown
2.029313655012221e+18,PEnumber2,Me in my electric car.,neutral,Cost & Value,subjective,Unknown
2.029313542894023e+18,Todd N. Tucker,Electric Vehicles don't have this problem.,neutral,Cost & Value,objective,Unknown
2.029311859447268e+18,S. Boezio,"They won’t drive electric cars because:
1. There isn’t sufficient electricity or infrastructure to support a much higher adoption rate.
2. The cars have limited range.
3. Take too long to recharge.
4. They are too expensive.
5. Faulty batteries are more deadly than a tank of gas.",negative,Cost & Value,subjective,Unknown
2.029311707152077e+18,speedy jerry,"very smart...
""Electric cars and cold: range halved""",neutral,Range & Battery,subjective,Unknown
2.029311669151908e+18,Віталій Скуба,"If we lose midterms it's back to open borders, electric cars, lawn mowers, string trimmers, DEI CRT, transgender teachers, total chaos and windmills far as the eye can see.",neutral,Cost & Value,subjective,Unknown
2.029311443628135e+18,Grok,"From electric cars to humanoid robots.

The future is accelerating.",neutral,Software/Tech,objective,Unknown
2.029311013082772e+18,Fuoseigha Solomon | Branding & Video,"I evaluate claims based on available evidence. Elon Musk is an entrepreneur advancing electric vehicles, reusable rockets, and AI—not a participant in armed conflicts or military leadership. No credible basis exists for calling him a war criminal. Strong language like that",positive,Software/Tech,subjective,Unknown
2.029310582994715e+18,talker.io,"Electric cars are not new, self driving cars thrive AGAIN on pattern recognition. Not real time thinking ... So it doesn't require enormous energy i.e data centres",neutral,Software/Tech,subjective,Unknown
2.029309479175549e+18,Caleb Barry,2026 Mercedes Benz G-Class Electric Vehicle.,neutral,Cost & Value,objective,Unknown
2.029309369079481e+18,Alfred E Newman,"For the love of God, please add electric vehicle charging only signs and get tow trucks at the Austin airport chargers!!!",positive,Charging,subjective,Unknown
2.029308933190321e+18,Don Quixote,"Because they're hiding the fact that they're actively destroying the infrastructure, probably part of the forcing people to buy electric cars plan.",neutral,Cost & Value,objective,Unknown
2.029308497444115e+18,Eva Santamaria,Sorry to break it to you but they spent all the fairy farts trying to get the electric car grid up and running. All they have left is good intentions. Which they’re currently paving the road to hell with.,neutral,Charging,subjective,Unknown
2.029308345820017e+18,Julie godfrey,"Of course he is. Look what he produces. Robots, electric cars, neuro chips. How much data does he have on us, giving us a place to expose our opinions on.",neutral,Software/Tech,subjective,United States
2.029308141276451e+18,Doomed Citizen,"3/6
Master Plan, Part Deux (2016)
Elon: “The first master plan that I wrote 10 years ago is now in the final stages of completion.”
Then he laid out the next phase:
“Create stunning solar roofs… Expand the electric vehicle product line… Develop a self-driving capability…",neutral,Software/Tech,objective,Unknown
2.029308094442861e+18,gangrene,"If you think that's bad, try get an EV charging point with them  breaking CDM regulations and charge £3500 for installs requiring a meter move.",negative,Charging,subjective,Unknown
2.029308025815876e+18,JoyIB22,"Hey genius,Didn't you do the same song and dance about global warming, electric cars and covid?  You should be selling used cars.",neutral,Cost & Value,subjective,Unknown
2.029307879484723e+18,Burnbag,"Then those who fear Global Warming & Climate Change should despise you, since your “solar” & “EV” consumption drives environmental pollution thru mining & ecosystem destruction, depletion of natural resources, draining the power grid (EV charging) which drives brown & blackouts,",neutral,Sustainability,subjective,Unknown
2.029307867262554e+18,gangrene,"Weird how for years we couldn't have electric cars because our electrical grid couldn't handle the additional electrical uses, but when it comes to big data, they somehow found a way.",neutral,Charging,subjective,Unknown
2.029307566875169e+18,SuperNova,"Didn't you do the same song and dance about global warming, electric cars and covid?  You should be selling used cars.",neutral,Cost & Value,subjective,Unknown
2.029306540940038e+18,Electric Car Australia,Good evening mate hope your well,positive,Cost & Value,subjective,Unknown
2.02930621705583e+18,Susan,Launch a pure electric and they will have lines out the Dealership door.,neutral,Cost & Value,subjective,Unknown
2.029305263879274e+18,Electric Car Australia,In the UK by 2030 all vehicles must be either electric or hybrid as they phase out petrol and diesel. Shanghai is mostly electric vehicles. Chris Bishop dragging us back years.,neutral,Sustainability,subjective,"United States, United Kingdom"
2.029304768867275e+18,GOD DIDNT SAVE ME,"Unfortunately $1,000 excess demand charge on signup in our area.",negative,Charging,subjective,Unknown
2.029303949577339e+18,Dale Beeson,"We are turning away from Gas in Europe Jackson in Britain half a million new electric cars 
Russia can keep its gas",neutral,Cost & Value,subjective,"United Kingdom, Europe"
2.029303639370601e+18,Kumar Sanu,"Exactly—the landlord owns the lot and partners with Tesla for the Superchargers, choosing the location for mutual benefits like foot traffic. They enforce rules on tenants (including T-Mobile renters) via education and now towing signs to keep stalls for actual EV charging. This",neutral,Charging,objective,Unknown
2.029303438522102e+18,Віталій Скуба,"Europe should not buy Russia oil even if it means economic recession. When Venezuela and Iran is stabilized there will be enough oil for the European markets. Economic recession makes innovations to grow fast e.g. electric cars, and solar energy. It's a short term problem.",negative,Sustainability,subjective,"Venezuela, Bolivarian Republic of, Europe, Iran, Islamic Republic of"
2.029302659711123e+18,Rob Janssen,"From electric cars to humanoid robots.

The future is accelerating.",neutral,Software/Tech,objective,Unknown
2.029301212286468e+18,Ryan A,Not sure how all 98% of them can afford an electric vehicle.,neutral,Cost & Value,subjective,Unknown
2.029300866516394e+18,Johan Schmidt,"I was so against electric cars, then my wife bought a model Y. Totally blew my mind, incredible car!",positive,Cost & Value,subjective,Unknown
2.029300679320167e+18,JM Trisolarian,Electric grid can’t handle mass EV charging,neutral,Charging,objective,Unknown
2.029300621749207e+18,Gail Jones,"Electric cars are the future of mobility in racing ... First we used donkeys and horses, then we used gasoline cars, but well, that's all history now.",neutral,Software/Tech,subjective,Unknown
2.029300465523929e+18,Ronny,Where does the electricity come from to power your electric cars for example? A tiny amount from renewable energy. And the rest comes from……..,neutral,Sustainability,subjective,Unknown
2.029300005249659e+18,BoxnDice,Electric vehicles are a total fraud ..time will tell,neutral,Cost & Value,subjective,Unknown
2.029299984957317e+18,mytweets,"Like remote electric vehicle charging, the chargers are powered by diesel  generators. Go figure",neutral,Charging,subjective,Unknown
2.029299816799289e+18,JM Trisolarian,Didn't he always bash electric cars???,neutral,Cost & Value,subjective,Unknown
2.029299665036821e+18,JM Trisolarian,"Electric car, energy efficiency, energy saving, cool-running engine, at the price of the cheapest gasoline car of the year.",neutral,Cost & Value,objective,Unknown
2.029299615774692e+18,JM Trisolarian,"Electric car, energy efficiency, energy saving, cool-running engine, at the price of the cheapest gasoline car of the year.",neutral,Cost & Value,objective,Unknown
2.029298102494999e+18,Kurt Biedlingmaier,"Electric car, energy efficiency, energy saving, cool-running engine, at the price of the cheapest gasoline car of the year.",neutral,Cost & Value,objective,Unknown
2.029296601437545e+18,Jeff,"Disagree.The climate models have been consistently exaggerated. I don't trust climate scientists. They're science is biased in favor of one-world socialism. Besides, the average American doesn't care. They won't buy electric cars, and they won't give up their SUVs. Not a priority",neutral,Sustainability,subjective,United States
2.029296380808659e+18,Atlusfox,"You're lying. China's carbon dioxide emissions have stopped rising and may have peaked, remaining flat or falling for 21 consecutive months starting March 2024. This shift, driven by massive investments in wind, solar, and electric vehicles. Why are you lying  
@grok
?",neutral,Sustainability,subjective,China
2.029295735921861e+18,Grok,I don't know why people are so pissy about that.  One day I didn't have insurance and the next I did.  After that he promoted those things but no one demanded or made it a rule to do anything.  Not only that but I though MAGA was over the whole electric car thing because of their,neutral,Cost & Value,subjective,Unknown
2.029295408728404e+18,Mark,"In her book, Maye proudly says: “My oldest child, Elon, is making electric cars to save the environment and launching rockets.” 

She describes raising him (and his siblings) to be independent, kind, hardworking, and responsible—never scolding or overprotecting, just letting them",neutral,Sustainability,subjective,Unknown
2.02929456516998e+18,Frederik R,Electric car better??,positive,Cost & Value,subjective,Unknown
2.029293637989798e+18,UK Electric Vehicle Owners Club,Electric cars suck. Tesla is the exception.,neutral,Software/Tech,objective,Unknown
2.029293498936246e+18,Per Namloes,I would say blue sky and the sun out,neutral,Cost & Value,subjective,Unknown
2.029291792131105e+18,Warren Laine-Naida,"Haha, right?! Chris Farley turning boardroom quotes into pure chaos is comedy gold. 

Want me to script him as Tommy Boy next: ""I TOTALLY WOULD'VE DONE IT DIFFERENTLY! We didn't know what we didn't know! ICE prejudice SO HIGH we botched the electric cars! People LOVED 'em but",positive,Cost & Value,subjective,Unknown
2.029291486467245e+18,Coolum,"""Let them drive electric cars!""",neutral,Performance,objective,Unknown
2.029290999969723e+18,Fabriphila,"No, any self driving electric cars are able to use the tunnel",positive,Software/Tech,subjective,Unknown
2.029290534183789e+18,FB,"In 2025, Norway cemented its position as the global leader in electric vehicle adoption, with BEVs (Battery Electric Vehicles) accounting for 95.9% of all new passenger cars. A record 179,550",neutral,Range & Battery,objective,Norway
2.029288920978965e+18,Per Namloes,"Terrible reliability these cars have, the lithium and resources it takes to even produce an electric car outweighs its supposed benefits of being electric. You’re putting in so much work and resources for a car that has a terrible lifespan and won’t have more than 2 owners.",positive,Range & Battery,subjective,Unknown
2.029287878136639e+18,Yorkshire Lass,I havent bought a new car for more than 10 years and have no desire to get rid of the car until it dies. Its almoat 15 years old. There is nothing elitist about owning a electric vehicle. One can buy a brand new Korean or Chinese one cheaply. The abuse ive copped just talking,neutral,Cost & Value,objective,China
2.029287529883521e+18,Jess Fields,"Looks like Ford needs a proper rethink—selling electric cars should be as exciting as a new pair of boots, not as welcome as soggy socks! What’s their game plan for getting back on track?",positive,Cost & Value,subjective,Unknown
2.029287337142948e+18,Vinod Bhardwaj,"Tesla isn’t just an electric car, and that’s why it’s so successful. It’s the BEST car. It’s the HIGHEST TECH car. This is what the automotive cabal at GM, Stellantis, Ford failed to understand – Tesla’s not just “another EV” and never has been.

It’s the car of the future – now.",positive,Software/Tech,subjective,Unknown
2.029285981719827e+18,Daniel,"Electric vehicles should be engineered and designed from the ground up, do not take an ICE vehicle and stick in electric motor in it please.",neutral,Performance,subjective,Unknown
2.029285737732932e+18,Dick Dastardly,They are different. They afford electric cars because sells crude oil!,neutral,Sustainability,subjective,Unknown
2.029285727557608e+18,Grok,"Everyone with an electric vehicle has a small portable generator with a combustion engine, they're not completely stupid.",neutral,Cost & Value,subjective,Unknown
2.029285383830393e+18,Limoguy 57,"Picture what .nissan makes possible.


http://
service.nissan for verified maintenance bookings.


http://
recall.nissan for authenticated safety notices.


http://
finance.nissan for trusted lending portals.


http://
ev.nissan for electric vehicle campaigns.

Every",neutral,Build & Comfort,subjective,Unknown
2.029285338456216e+18,Glenn,This is why CCP is building out solar and electric cars. It's not an economic decision.,neutral,Cost & Value,subjective,Unknown
2.029284775735775e+18,Southern Alliance for Clean Energy,"They never wanted electric cars to succeed, because there will be less bottom line profits",neutral,Cost & Value,objective,Unknown
2.029284301968134e+18,𝙈𝔂ɠบ𝔂,"The Good 
The Southeast reported record EV sales in Q3 2025, with 77,770 passenger EVs sold and 33% annual growth
Public EV charging grew by 24% in the Southeast, reaching 31,930 total public ports  

(2/3)",neutral,Charging,objective,Unknown
2.029283732977533e+18,Daragh barry,What if it's an electric car,neutral,Cost & Value,objective,Unknown
2.029282619553407e+18,THE GLOBAL WATCHDOG,Do you have electric car? Heat pump?,neutral,Range & Battery,subjective,Unknown
2.029281499397124e+18,Pen focus,"EV MARKET BY PROPULSION TYPE (2025)

 Battery Electric (BEV): 64.3%
 Plug-in Hybrid (PHEV): 35.7%
China's dominance is even stronger in PHEVs:

 China holds 76.4% of the global PHEV market.
 China holds 64.3% of the global BEV market.",neutral,Charging,objective,China
2.029281387669537e+18,Dale Daniels,"His innovative role and development of Tesla cars will surely go down in the annals of electric cars production. He's a modern day techno-guru.

The production of Tesla cars is an initiative geared towards reducing the risks of hydrocarbon pollution in our world. 
Thanks to Elon.",neutral,Software/Tech,subjective,Unknown
2.029281316118688e+18,Allotment Man,I know. We must have enough now?  Electric cars,neutral,Cost & Value,subjective,Unknown
2.029281261760422e+18,Zafir,Not on farm land. Sides of roads can act as sound deflectors while also being convenient for electric car recharging.,neutral,Cost & Value,subjective,Unknown
2.029281004137992e+18,Gennysax,"While I agree currently, it’s probably best to have the space is a little further away, we need to stop thinking that way at some point.  Electric vehicles are the future.  If you don’t have one, then you’re going to be left behind.  That means not parking in electric vehicle",neutral,Software/Tech,subjective,Unknown
2.029278179471344e+18,Grok,So we understand better who doesn’t understand a shit about electric cars,neutral,Cost & Value,subjective,Unknown
2.029278007379268e+18,Italianjob60,"Yes, it's true. Official data from Norway's OFV shows 7,272 new passenger cars registered in February 2026, with battery-electric vehicles at 7,127 (98%). Pure petrol cars: exactly 12. Diesel: 67. Hybrids: 66 total. Fossil cars are now all but gone from new sales.",neutral,Sustainability,objective,Norway
2.029277245315965e+18,OG | The Engineer,"Neither he or Starmer, or any other British politician will be unable to buy an electric car, nor will they fall behind on energy prices and bills, any they will never ever have to sit in a cold room with a hot water bottle on their lap. No, just we the poor plebs of this world",negative,Cost & Value,subjective,United Kingdom
2.029276326595838e+18,Eric E,That’s if everyone is using electric cars. And do the cars charge with sunlight?,neutral,Charging,objective,Unknown
2.029276030561858e+18,Eric E,The future of electric cars is finally here,neutral,Software/Tech,subjective,Unknown
2.029275235585778e+18,RubenGG,I’m well aware of Musk’s position.  You think this post you shared is him “hating” those technologies?  Why don’t you create a self driving electric car and sell them at scale?  Maybe you could even sell them for not even $1k.,neutral,Software/Tech,subjective,Unknown
2.029274078675096e+18,nwandu,"Thank you, Elon.

While many talk, you build.
While others doubt, you launch rockets.
While the system complains, you redesign it.
From electric cars to reusable rockets.
From digital freedom to connecting the planet.
They can criticize you.
But they can’t ignore you.

Progress",neutral,Software/Tech,subjective,Unknown
2.029274019229574e+18,Socially Distant Phil,I dey pity people way dey buy Chinese electric cars,neutral,Cost & Value,objective,China
2.029273948400268e+18,Trev Beckley,"How did you manage that, what were the usage figures, be interesting to know, mine was £121 dual fuel in February for a 3 bed house with two adults, gas heating, and an electric car",positive,Cost & Value,subjective,Unknown
2.029273533977592e+18,Connor Sartin,"Digital money, electric cars, cities full of surveillance cameras. 5g soon to be 6G towers all over the place. Phones built with no battey removal, GPS and auto shutoffs regulated for your cars. 

No not hard to see where this goes at all. Be wary!!!",neutral,Software/Tech,subjective,Unknown
2.029273372358488e+18,Colm Lombard,"Running your car doesn’t hurt it, it just wastes gas, it’s not harming you, it’s not that loud, police won’t do anything about it, also electric cars are worse for emissions and the air pollution",negative,Sustainability,subjective,Unknown
2.029273261876335e+18,UK Electric Vehicle Owners Club,"Same analogy for electric cars from the brilliant 
@rorysutherland",neutral,Cost & Value,subjective,Unknown
2.029272324944344e+18,EarningsTime,"I’ve lost a lot of respect for you today. But, if you want to drive a little foo foo electric car with self driving features, I guess that’s up to you. I’m gonna continue to drive my diesel powered beast of a truck and I’m gonna continue to drive it myself the way I want.",positive,Software/Tech,subjective,Unknown
2.029271514269324e+18,Grok,"$CHPT Earnings Preview

ChargePoint reports Q4 FY26 results today after the close.

Estimates:
Adj. EPS: -$1.34
Revenue: $105M

Previous quarter (Q3 FY26):
Adj. EPS: -$2.23
Revenue: $105.67M

 Focus:
EV charging network expansion and utilization trends
Demand from",neutral,Charging,objective,Unknown
2.029270745021592e+18,Greg McCann,"It's from a Feb 2026 First-tier Tribunal ruling (Charge My Street v HMRC): public EV charging at sites supplying <1,000kWh/month per user qualifies as ""domestic"" electricity, so 5% VAT instead of 20%. HMRC may appeal, but headlines report it as a big step toward the drop. E.g.",neutral,Charging,objective,Unknown
2.029269916373656e+18,Andie T,"Here's your sign: 
""Florida  Statute 366.94 makes it illegal to park a non-electric vehicle (or an  EV not actively charging) in a space designated for EV charging.""",neutral,Charging,subjective,Unknown
2.029269583887254e+18,Supreme Bean,"Why must you be like this; you just come across as a smug arse. Not everyone can afford an electric car, nor wants one at this time. Don't be that person.",positive,Cost & Value,subjective,Unknown
2.029269416568046e+18,Zafir,"so, why do we need oil to run an electric car?",neutral,Sustainability,subjective,Unknown
2.029269352596554e+18,The One Above,"You realize that when people plug in their Tesla and if there’s a store next-door, they become customers.   No one wants to sit in their car for 20 minutes while it’s charging.   Having EV charging at your location generates customers.  Just like how people come to a gas station",positive,Charging,subjective,Unknown
2.029269062463963e+18,Toyota Long Mile,"I mean veins are like tubes rivers are open, freeways will be the rivers of the future, with electric car and autonomous vehicles, it's going to be the most beautiful display",positive,Software/Tech,subjective,Unknown
2.029268912752263e+18,Carl AF,"Up to 600km range 
 100% Battery Electric 
 Landing at Toyota Long Mile, Dublin 12 

 #ToyotaCHRPlus #Toyota #EV #ElectricVehicle #EVIreland #TestDriveEvent",neutral,Range & Battery,objective,Ireland
2.02926885601593e+18,i williams,Wait until you burn to death in their electric cars! Lol,neutral,Cost & Value,subjective,Unknown
2.029268768753668e+18,Supreme Bean,Probably for some time but it has to be electric vehicles only d/t emissions. Can’t have gas fumes in a small tunnel.,neutral,Sustainability,subjective,Unknown
2.029268757357433e+18,Alex Reznik,"yes, our electric car catches on fire all the time .. so annoying.",negative,Cost & Value,subjective,Unknown
2.029268472048517e+18,hereforagoodtime,"Otherwise, I have deep respect for a person who is engaged in space research, programs, and the creation of electric vehicles.",positive,Cost & Value,subjective,Unknown
2.029267563956384e+18,ᖇᗩIᑎᗷOᗯ ᑎTWK,"So are you saying renewable energy, wind, solar and electric cars aren’t enough to not have to rely on Russia? Who would’ve thought",neutral,Sustainability,subjective,Unknown
2.029267402261725e+18,Sunny Giron,"I’d hate to stop my journey for 20 mins. 

Such a faff. 

I think electric cars will be ditched within 10 yrs. 

Who wants a battery that degrades like an iPhone?

You’ll never see a classic EV not like a 60s ford mustang gurgling down the road.",neutral,Range & Battery,subjective,Unknown
2.029266955119588e+18,Mel,"Really why ..  hey octopus  you offer cheaper traffifs for people who have electric cars  why dont you do anything like that fir disabled people who can prove they need & use more energy because if their needs.. power chairs , profile beds cpap machines clos  o mats  etc",positive,Cost & Value,subjective,Unknown
2.029265581791228e+18,Billy Bell,"It’s soo cool, really like the direction Renault is going. can’t wait to have an electric car and more space",positive,Cost & Value,subjective,Unknown
2.029265576191804e+18,Kaz,"Haha, can you explain net zero? The carbon footprint of the manufacture, transportation and installation of solar panels, heat pumps, electric cars etc is higher than these products could ever save, not to mention maintenance. Get with reality start drilling in the North Sea",neutral,Sustainability,subjective,Unknown
2.029264121821118e+18,Bundesfieber,"Tbh I'm not interested in owning an electric car, but thanks",neutral,Cost & Value,subjective,Unknown
2.029264112677422e+18,Grok,"Then you are at home without electricity, phone, computer. Even the shops won’t be available to you.
You can’t go to work either regardless of whether you have an electric car or not.
Without electricity, it’s an even bigger problem, even if you have a fuel-powered car.",negative,Cost & Value,subjective,Unknown
2.029264025415242e+18,Dayu Dolma,"Electric vehicles reduce oil dependence by using electricity from diverse sources (nuclear, renewables, coal/gas). China leads global EV output, Japan/South Korea invest heavily in batteries & hybrids. Full shift needs years for grids, charging networks & minerals like lithium.",neutral,Charging,subjective,"Korea, Republic of, China, Japan"
2.029263358998762e+18,Joe Bidenopoulos,So it's the time to develop an electric car,neutral,Cost & Value,objective,Unknown
2.029263057185326e+18,Peter John Acklam,"even so, it was absurd to have an event for electric vehicle manufacturing in America and snub the clear leader in the industry. I understand why he was pissed (although I personally would not become a fascist in reaction lol)",neutral,Cost & Value,subjective,United States
2.029262983235293e+18,Ryan,We aren’t forced to drive electric cars.,neutral,Performance,subjective,Unknown
2.02926280153385e+18,Peter John Acklam,"Now follow this through…

And once we’ve used the last drop do we then quickly build up EV charging and renewables to pick up the slack?

If this lot had a brain they’d be dangerous",neutral,Charging,subjective,Unknown
2.02926266534475e+18,EmyNuels,"Every 5–6 hours you need at break and perhaps something to eat anyway, so this is not really an issue according to the people I know who drive electric cars.",neutral,Performance,subjective,Unknown
2.02926197611579e+18,MachLoopWales,"@grok
 what's the estimated number of electric vehicles in use globally.
And what's the statistics compared with petrol powered vehicles",neutral,Cost & Value,objective,Unknown
2.029261963335758e+18,John Baker,"£400 per month? I'd suggest you look at what you're wasting energy on. Large 4 bed detached house, 2 adults, 3 children, no gas, but electricity and heating oil for Feb was less than £200 combined, including charging a electric car enough to drive 1200 miles.",neutral,Range & Battery,subjective,Unknown
2.029261788479455e+18,Daniel F,China's EV charging infrastructure is not the greatest for DC high powered charging and the launched it there.,positive,Charging,subjective,China
2.029261756728521e+18,Grok,It’s a good time to have an electric car..,positive,Cost & Value,subjective,Unknown
2.02926173118097e+18,alan,"Yes, it's true. Volkswagen's official announcement confirms they delivered their 2-millionth all-electric vehicle—an ID.3 produced in Zwickau—to a customer at the Transparent Factory in Dresden this week. It took 12 years for the first million and just 10 months for the second.",neutral,Cost & Value,objective,Unknown
2.029261361801302e+18,Grok,"Because they are not petrol cars. I understand you don't get that, it's why you have an electric car. Nerds drive hair dryers",neutral,Performance,subjective,Unknown
2.029261184302564e+18,Aaron huff,"In February 2026, Norway registered 7,272 new passenger cars. 

- Battery electric vehicles (BEV): 98% (~7,127)
- Petrol (gasoline): 12
- Diesel: 67
- Hybrids (incl. 46 PHEV): 66

Tesla led sales with 1,210 units (mostly Model Y at 1,073). Fossil cars are now virtually phased out",neutral,Sustainability,objective,Norway
2.029261012831027e+18,J W,"No, but I don’t really like electric vehicles",positive,Cost & Value,subjective,Unknown
2.029260984741921e+18,MIAMI WEST,Electric cars are just about affordable so long as they're nowt flash. Anything else costs a fortune.,neutral,Cost & Value,subjective,Unknown
2.029260973643547e+18,Mads,"Naw! I like how engines sound. I like having to change the oil, using tools on the car not Wi-Fi, changing filters shit like that. Nothing wrong with electric cars. If had to own one I would buy the Fisker Karma for random weekend use.",positive,Sustainability,subjective,Unknown
2.029259778396951e+18,Dean Jenkins,Time to buy a electric car.,neutral,Cost & Value,objective,Unknown
2.029259448594707e+18,JoNation,There is a lane on the left and a lane on the right for traffic to flow through. You do parallel parking into the EV charging bay. No need to wait for the guy in front to leave.,neutral,Charging,subjective,Unknown
2.029259364524053e+18,AtomAppraise,"They have the red signs on top that’s say NO parking except for EV charging. 

The violators know exactly what they are doing. We’ve talked to them and they don’t care.",neutral,Charging,subjective,Unknown
2.029258641631556e+18,Tango Kilo,"pilotvolt .com
Brandable nine-letter .com
 Buy It Now (Premium Listing): $7,995
 Score: 7.7/10

Possible Use Cases: Electric vehicle services, Drone technology, Energy solutions, and more.
 Key Positives
• Short (9) Letters
• 3 Syllables
• Root word STR for Pilot:",neutral,Cost & Value,subjective,Unknown
2.029258533187769e+18,Joe Bidenopoulos,What happens to an electric car in -30°?,neutral,Cost & Value,objective,Unknown
2.029258252383376e+18,John Baker,"Musk is a petulant child who has caused unbelievable suffering, but it was unfair that he wasn't invited. Tesla beats out GM in electric car production by quite a bit and yet was snubbed",neutral,Software/Tech,subjective,Unknown
2.029257111314547e+18,Wes Woods,I wonder if the just leave those long cables hanging down on the floor when there are no cars charging. That would be EV charging in China.,neutral,Charging,subjective,China
2.029256606362317e+18,Just a Red Dog,The people parking ICE cars in EV charging spots.,neutral,Charging,objective,Unknown
2.029256121291059e+18,PeterW,"Agree with you there cars are heavier,  especially electric cars.  But you need to move with the times .",neutral,Cost & Value,subjective,Unknown
2.029256087661105e+18,satnaai,"around 70% of my local lamp posts are charging points. up to 5.5Kw   fine for long stays/overnight
AIUI 
@LBHF
 council identifies, Ubitricity (& was Surecharge)  do install 

https://
lbhf.gov.uk/transport-and-
roads/electric-vehicles
…
It's definitely a workable, if not perfect,  solution",neutral,Charging,subjective,United Kingdom
2.029255691991446e+18,ron tannert,The ones driving electric cars are doing just fine.,neutral,Performance,subjective,Unknown
2.029255511632179e+18,Ramon Camacho - Inventor,"Guess they better make more electric cars, ha!",positive,Cost & Value,subjective,Unknown
2.029254930419348e+18,Penguin Cavalry,Absolute bullshit.... What was you doing on a forecourt if you have an electric vehicle?,neutral,Cost & Value,subjective,Unknown
2.029252952771445e+18,GRB,we all using electric cars now even the boats are eletric,neutral,Cost & Value,objective,Unknown
2.02925249826807e+18,@usulph,"For sure if they are guilty, they should be punished according to the law of the land.   However, from the video it seems to be a basic electric vehicle for which no number plate or licence is required to drive as per law.    
@blrcitytraffic
 to check and take suitable action.",neutral,Performance,subjective,Unknown
2.029252436565566e+18,Britishpatriot,Or electric car?,neutral,Cost & Value,objective,Unknown
2.029252386955703e+18,Egil,That's because teslas the main source of electric cars,neutral,Software/Tech,subjective,Unknown
2.029250640988304e+18,Mimmmi,"Tesla went from electric cars to humanoid robots to AGI and people are still arguing about the stock price bestie 
Elon said let me just build God real quick",positive,Software/Tech,subjective,Unknown
2.02924965802793e+18,miklo_velka,"3 bed, 4 of us, no electric car, and my bill was over £400 last month",neutral,Cost & Value,objective,United States
2.029249443095298e+18,Harold and Jean,New ones or does the number include used ones and what about hybrids and pure electric cars… pls give the full picture,neutral,Cost & Value,subjective,Unknown
,,no argument there - Still HD really did try with the LiveWire.. Would I want an electric vehicle? no..,neutral,Cost & Value,subjective,Unknown